Year,City,Sport,Discipline,Country,Gender,Event,Medal,Athlete
1908,London,Wrestling,Wrestling Free.,GBR,Men,60.3 - 66.6KG (Lightweight),Bronze,"GINGELL, Albert"
1908,London,Wrestling,Wrestling Free.,GBR,Men,60.3 - 66.6KG (Lightweight),Gold,"DE RELWYSKOW, George Frederick"
1908,London,Wrestling,Wrestling Free.,GBR,Men,60.3 - 66.6KG (Lightweight),Silver,"WOOD, William"
1908,London,Wrestling,Wrestling Free.,GBR,Men,66.6 - 73KG (Middleweight),Bronze,"BECK, Frederick"
1908,London,Wrestling,Wrestling Free.,GBR,Men,66.6 - 73KG (Middleweight),Gold,"BACON, Stanley Vivian"
1908,London,Wrestling,Wrestling Free.,GBR,Men,66.6 - 73KG (Middleweight),Silver,"DE RELWYSKOW, George Frederick"
1908,London,Wrestling,Wrestling Free.,NOR,Men,+ 73KG (Heavyweight),Silver,"GUNDERSON, Jacob"
1908,London,Wrestling,Wrestling Free.,USA,Men,- 54KG (Bantamweight),Gold,"MEHNERT, George Nicholas"
1908,London,Wrestling,Wrestling Free.,USA,Men,54 - 60.3KG (Featherweight),Gold,"DOLE, George Stuart"
1908,London,Wrestling,Wrestling Gre-R,DEN,Men,+ 93KG (Super Heavyweight),Bronze,"JENSEN, Sören Marius"
1908,London,Wrestling,Wrestling Gre-R,DEN,Men,66.6 - 73KG (Middleweight),Bronze,"ANDERSEN, Anders"
1908,London,Wrestling,Wrestling Gre-R,DEN,Men,73 - 93KG (Light-Heavyweight),Bronze,"JENSEN, Carl Marinus"
1908,London,Wrestling,Wrestling Gre-R,FIN,Men,- 66.6KG (Lightweight),Bronze,"LINDEN, Arvid"
1908,London,Wrestling,Wrestling Gre-R,FIN,Men,73 - 93KG (Light-Heavyweight),Gold,"WECKMAN, Werner"
1908,London,Wrestling,Wrestling Gre-R,FIN,Men,73 - 93KG (Light-Heavyweight),Silver,"SAARELA, Urjö Erik Mikael"
1908,London,Wrestling,Wrestling Gre-R,HUN,Men,+ 93KG (Super Heavyweight),Gold,"WEISZ, Richard"
1908,London,Wrestling,Wrestling Gre-R,ITA,Men,- 66.6KG (Lightweight),Gold,"PORRO, Enrico"
1908,London,Wrestling,Wrestling Gre-R,RU1,Men,+ 93KG (Super Heavyweight),Silver,"PETROFF, Aleksander"
1908,London,Wrestling,Wrestling Gre-R,RU1,Men,- 66.6KG (Lightweight),Silver,"ORLOFF, Nikolaï"
1908,London,Wrestling,Wrestling Gre-R,SWE,Men,66.6 - 73KG (Middleweight),Gold,"MARTENSSON, Frithiof M."
1908,London,Wrestling,Wrestling Gre-R,SWE,Men,66.6 - 73KG (Middleweight),Silver,"ANDERSSON, Mauritz"
1912,Stockholm,Aquatics,Diving,GBR,Women,10M Platform,Bronze,"WHITE, Isabella Mary"
1912,Stockholm,Aquatics,Diving,GER,Men,10M Platform,Silver,"ZÜRNER, Albert"
1912,Stockholm,Aquatics,Diving,GER,Men,3M Springboard,Bronze,"BEHRENS, Kurt"
1912,Stockholm,Aquatics,Diving,GER,Men,3M Springboard,Gold,"GÜNTHER, Paul"
1912,Stockholm,Aquatics,Diving,GER,Men,3M Springboard,Silver,"LUBER, Hans"
1912,Stockholm,Aquatics,Diving,SWE,Men,10M Platform,Bronze,"BLOMGREN, Gustaf"
1912,Stockholm,Aquatics,Diving,SWE,Men,10M Platform,Gold,"ADLERZ, Erik"
1912,Stockholm,Aquatics,Diving,SWE,Men,Plain High Diving,Bronze,"JANSSON, John"
1912,Stockholm,Aquatics,Diving,SWE,Men,Plain High Diving,Gold,"ADLERZ, Erik"
1912,Stockholm,Aquatics,Diving,SWE,Men,Plain High Diving,Silver,"JOHANSSON, Hjalmar"
1912,Stockholm,Aquatics,Diving,SWE,Women,10M Platform,Gold,"JOHANSSON, Greta"
1912,Stockholm,Aquatics,Diving,SWE,Women,10M Platform,Silver,"REGNELL, Lisa"
1912,Stockholm,Aquatics,Swimming,ANZ,Men,100M Freestyle,Silver,"HEALY, Cecil"
1912,Stockholm,Aquatics,Swimming,ANZ,Men,1500M Freestyle,Bronze,"HARDWICK, Harold H."
1912,Stockholm,Aquatics,Swimming,ANZ,Men,400M Freestyle,Bronze,"HARDWICK, Harold H."
1912,Stockholm,Aquatics,Swimming,ANZ,Women,100M Freestyle,Gold,"DURACK, Fanny"
1912,Stockholm,Aquatics,Swimming,ANZ,Women,100M Freestyle,Silver,"WYLIE, Wilhelmina"
1912,Stockholm,Aquatics,Swimming,CAN,Men,1500M Freestyle,Gold,"HODGSON, George Ritchie"
1912,Stockholm,Aquatics,Swimming,CAN,Men,400M Freestyle,Gold,"HODGSON, George Ritchie"
1912,Stockholm,Aquatics,Swimming,GBR,Men,1500M Freestyle,Silver,"HATFIELD, John Gatenby"
1912,Stockholm,Aquatics,Swimming,GBR,Men,400M Breaststroke,Bronze,"COURTMAN, Percy"
1912,Stockholm,Aquatics,Swimming,GBR,Men,400M Freestyle,Silver,"HATFIELD, John Gatenby"
1912,Stockholm,Aquatics,Swimming,GBR,Women,100M Freestyle,Bronze,"FLETCHER, Jennie"
1912,Stockholm,Aquatics,Swimming,GER,Men,100M Backstroke,Bronze,"KELLNER, Paul"
1912,Stockholm,Aquatics,Swimming,GER,Men,100M Backstroke,Silver,"FAHR, Otto"
1912,Stockholm,Aquatics,Swimming,GER,Men,200M Breaststroke,Bronze,"MALISCH, Kurt Paul"
1912,Stockholm,Aquatics,Swimming,GER,Men,200M Breaststroke,Gold,"BATHE, Walter"
1912,Stockholm,Aquatics,Swimming,GER,Men,200M Breaststroke,Silver,"LÜTZOW, Willy"
1912,Stockholm,Aquatics,Swimming,GER,Men,400M Breaststroke,Gold,"BATHE, Walter"
1912,Stockholm,Aquatics,Swimming,SWE,Men,400M Breaststroke,Silver,"HENNING, Tor"
1912,Stockholm,Aquatics,Swimming,USA,Men,100M Backstroke,Gold,"HEBNER, Harry J."
1912,Stockholm,Aquatics,Swimming,USA,Men,100M Freestyle,Bronze,"HUSZAGH, Kenneth"
1912,Stockholm,Aquatics,Swimming,USA,Men,100M Freestyle,Gold,"KAHANAMOKU, Duke Paoa"
1912,Stockholm,Aquatics,Swimming,ANZ,Men,4X200M Freestyle Relay,Gold,ANZ
1912,Stockholm,Aquatics,Swimming,AUT,Women,4X100M Freestyle Relay,Bronze,AUT
1912,Stockholm,Aquatics,Swimming,GBR,Men,4X200M Freestyle Relay,Bronze,GBR
1912,Stockholm,Aquatics,Swimming,GBR,Women,4X100M Freestyle Relay,Gold,GBR
1912,Stockholm,Aquatics,Swimming,GER,Women,4X100M Freestyle Relay,Silver,GER
1912,Stockholm,Aquatics,Swimming,USA,Men,4X200M Freestyle Relay,Silver,USA
1912,Stockholm,Aquatics,Water polo,BEL,Men,Water Polo,Bronze,BEL
1912,Stockholm,Aquatics,Water polo,GBR,Men,Water Polo,Gold,GBR
1912,Stockholm,Aquatics,Water polo,SWE,Men,Water Polo,Silver,SWE
1912,Stockholm,Athletics,Athletics,CAN,Men,10000M Walk,Gold,"GOULDING, George"
1912,Stockholm,Athletics,Athletics,CAN,Men,Hammer Throw,Silver,"GILLIS, Duncan"
1912,Stockholm,Athletics,Athletics,CAN,Men,Long Jump,Silver,"BRICKER, Calvin David"
1912,Stockholm,Athletics,Athletics,CAN,Men,Pentathlon,Bronze,"LUKEMAN, Frank"
1912,Stockholm,Athletics,Athletics,CAN,Men,Pole Vault,Bronze,"HAPPENNY, William"
1912,Stockholm,Athletics,Athletics,FIN,Men,10000M,Bronze,"STENROOS, Albin Oskar"
1912,Stockholm,Athletics,Athletics,FIN,Men,10000M,Gold,"KOLEHMAINEN, Hannes"
1912,Stockholm,Athletics,Athletics,FIN,Men,5000M,Gold,"KOLEHMAINEN, Hannes"
1912,Stockholm,Athletics,Athletics,FIN,Men,Cross Country Individual,Gold,"KOLEHMAINEN, Hannes"
1912,Stockholm,Athletics,Athletics,FIN,Men,Discus Throw,Gold,"TAIPALE, Armas Rudolf"
1912,Stockholm,Athletics,Athletics,FIN,Men,"Discus Throw, Both Hands",Gold,"TAIPALE, Armas Rudolf"
1912,Stockholm,Athletics,Athletics,FIN,Men,"Discus Throw, Both Hands",Silver,"NIKLANDER, Elmer Konstantin"
1912,Stockholm,Athletics,Athletics,FIN,Men,Javelin Throw,Silver,"SAARISTO, Juho Julius"
1912,Stockholm,Athletics,Athletics,FIN,Men,"Javelin Throw, Both Hands",Bronze,"PELTONEN, Urho Pellervo"
1912,Stockholm,Athletics,Athletics,FIN,Men,"Javelin Throw, Both Hands",Gold,"SAARISTO, Juho Julius"
1912,Stockholm,Athletics,Athletics,FIN,Men,"Javelin Throw, Both Hands",Silver,"SIIKANIEMI, Väinö"
1912,Stockholm,Athletics,Athletics,FIN,Men,"Shot Put, Both Hands",Bronze,"NIKLANDER, Elmer Konstantin"
1912,Stockholm,Athletics,Athletics,FRA,Men,5000M,Silver,"BOUIN, Jean"
1912,Stockholm,Athletics,Athletics,GBR,Men,10000M Walk,Silver,"WEBB, Ernest"
1912,Stockholm,Athletics,Athletics,GBR,Men,1500M,Gold,"JACKSON, Arnold"
1912,Stockholm,Athletics,Athletics,GBR,Men,200M,Bronze,"APPLEGARTH, William"
1912,Stockholm,Athletics,Athletics,GBR,Men,5000M,Bronze,"HUTSON, George William"
1912,Stockholm,Athletics,Athletics,GER,Men,400M,Silver,"BRAUN, Hans"
1912,Stockholm,Athletics,Athletics,GER,Men,High Jump,Silver,"LIESCHE, Hans"
1912,Stockholm,Athletics,Athletics,GRE,Men,"High Jump, Standing",Bronze,"TSICLITIRAS, Konstantinos"
1912,Stockholm,Athletics,Athletics,GRE,Men,"Long Jump, Standing",Gold,"TSICLITIRAS, Konstantinos"
1912,Stockholm,Athletics,Athletics,HUN,Men,Javelin Throw,Bronze,"KOVACS, Mor"
1912,Stockholm,Athletics,Athletics,ITA,Men,10000M Walk,Bronze,"ALTIMANI, Fernando"
1912,Stockholm,Athletics,Athletics,NOR,Men,Pentathlon,Gold,"BIE, Ferdinand Reinhardt"
1912,Stockholm,Athletics,Athletics,RSA,Men,Marathon,Gold,"MCARTHUR, Kennedy Kane"
1912,Stockholm,Athletics,Athletics,RSA,Men,Marathon,Silver,"GITSHAM, Christian W."
1912,Stockholm,Athletics,Athletics,SWE,Men,Cross Country Individual,Bronze,"EKE, John"
1912,Stockholm,Athletics,Athletics,SWE,Men,Cross Country Individual,Silver,"ANDERSSON, Hjalmar"
1912,Stockholm,Athletics,Athletics,SWE,Men,Decathlon,Bronze,"HOLMER, Gösta"
1912,Stockholm,Athletics,Athletics,SWE,Men,Decathlon,Gold,"WIESLANDER, Hugo K."
1912,Stockholm,Athletics,Athletics,SWE,Men,Decathlon,Silver,"LOMBERG, Charles"
1912,Stockholm,Athletics,Athletics,SWE,Men,"Discus Throw, Both Hands",Bronze,"MAGNUSSON, Emil"
1912,Stockholm,Athletics,Athletics,SWE,Men,Javelin Throw,Gold,"LEMMING, Eric"
1912,Stockholm,Athletics,Athletics,SWE,Men,Long Jump,Bronze,"ABERG, Georg"
1912,Stockholm,Athletics,Athletics,SWE,Men,Pole Vault,Bronze,"UGGLA, Bertil"
1912,Stockholm,Athletics,Athletics,SWE,Men,Triple Jump,Bronze,"ALMLÖF, Erik"
1912,Stockholm,Athletics,Athletics,SWE,Men,Triple Jump,Gold,"LINDBLOM, Gustav"
1912,Stockholm,Athletics,Athletics,SWE,Men,Triple Jump,Silver,"ABERG, Georg"
1912,Stockholm,Athletics,Athletics,USA,Men,10000M,Silver,"TEWANINA, Lewis"
1912,Stockholm,Athletics,Athletics,USA,Men,100M,Bronze,"LIPPINCOTT, Donald"
1912,Stockholm,Athletics,Athletics,USA,Men,100M,Gold,"CRAIG, Ralph"
1912,Stockholm,Athletics,Athletics,USA,Men,100M,Silver,"MEYER, I. Alvah"
1912,Stockholm,Athletics,Athletics,USA,Men,110M Hurdles,Bronze,"HAWKINS, Martin"
1912,Stockholm,Athletics,Athletics,USA,Men,110M Hurdles,Gold,"KELLY, Frederick"
1912,Stockholm,Athletics,Athletics,USA,Men,110M Hurdles,Silver,"WENDELL, James"
1912,Stockholm,Athletics,Athletics,USA,Men,1500M,Bronze,"TABER, Norman"
1912,Stockholm,Athletics,Athletics,USA,Men,1500M,Silver,"KIVIAT, Abel"
1912,Stockholm,Athletics,Athletics,USA,Men,200M,Gold,"CRAIG, Ralph"
1912,Stockholm,Athletics,Athletics,USA,Men,200M,Silver,"LIPPINCOTT, Donald"
1912,Stockholm,Athletics,Athletics,USA,Men,400M,Bronze,"LINDBERG, Edward F."
1912,Stockholm,Athletics,Athletics,USA,Men,400M,Gold,"REIDPATH, Charles Decker"
1912,Stockholm,Athletics,Athletics,USA,Men,800M,Bronze,"DAVENPORT, Ira Nelson"
1912,Stockholm,Athletics,Athletics,USA,Men,800M,Gold,"MEREDITH, James Edwin"
1912,Stockholm,Athletics,Athletics,USA,Men,800M,Silver,"SHEPPARD, Melvin"
1912,Stockholm,Athletics,Athletics,USA,Men,Decathlon,Gold,"THORPE, Jim"
1912,Stockholm,Athletics,Athletics,USA,Men,Discus Throw,Bronze,"DUNCAN, James Henry"
1912,Stockholm,Athletics,Athletics,USA,Men,Discus Throw,Silver,"BYRD, Richard Leslie"
1912,Stockholm,Athletics,Athletics,USA,Men,Hammer Throw,Bronze,"CHILDS, Clarence Chester"
1912,Stockholm,Athletics,Athletics,USA,Men,Hammer Throw,Gold,"MCGRATH, Matthew J."
1912,Stockholm,Athletics,Athletics,USA,Men,High Jump,Bronze,"HORINE, George Leslie"
1912,Stockholm,Athletics,Athletics,USA,Men,High Jump,Gold,"RICHARDS, Alma Wilfred"
1912,Stockholm,Athletics,Athletics,USA,Men,"High Jump, Standing",Gold,"ADAMS, Platt"
1912,Stockholm,Athletics,Athletics,USA,Men,"High Jump, Standing",Silver,"ADAMS, Benjamin W."
1912,Stockholm,Athletics,Athletics,USA,Men,Long Jump,Gold,"GUTTERSON, Albert Lovejoy"
1912,Stockholm,Athletics,Athletics,USA,Men,"Long Jump, Standing",Bronze,"ADAMS, Benjamin W."
1912,Stockholm,Athletics,Athletics,USA,Men,"Long Jump, Standing",Silver,"ADAMS, Platt"
1912,Stockholm,Athletics,Athletics,USA,Men,Marathon,Bronze,"STROBINO, Gaston"
1912,Stockholm,Athletics,Athletics,USA,Men,Pentathlon,Gold,"THORPE, Jim"
1912,Stockholm,Athletics,Athletics,USA,Men,Pentathlon,Silver,"DONAHUE, James Joseph"
1912,Stockholm,Athletics,Athletics,USA,Men,Pole Vault,Bronze,"MURPHY, Frank Dwyer"
1912,Stockholm,Athletics,Athletics,USA,Men,Pole Vault,Gold,"BABCOCK, Harry Stoddard"
1912,Stockholm,Athletics,Athletics,USA,Men,Shot Put,Bronze,"WHITNEY, Laurence Atwood"
1912,Stockholm,Athletics,Athletics,USA,Men,Shot Put,Gold,"MCDONALD, Patrick"
1912,Stockholm,Athletics,Athletics,USA,Men,Shot Put,Silver,"ROSE, Ralph"
1912,Stockholm,Athletics,Athletics,USA,Men,"Shot Put, Both Hands",Gold,"ROSE, Ralph"
1912,Stockholm,Athletics,Athletics,USA,Men,"Shot Put, Both Hands",Silver,"MCDONALD, Patrick"
1912,Stockholm,Athletics,Athletics,FIN,Men,Cross Country Team,Silver,FIN
1912,Stockholm,Athletics,Athletics,FRA,Men,4X400M Relay,Silver,FRA
1912,Stockholm,Athletics,Athletics,GBR,Men,3000M Team,Bronze,GBR
1912,Stockholm,Athletics,Athletics,GBR,Men,4X100M Relay,Gold,GBR
1912,Stockholm,Athletics,Athletics,GBR,Men,4X400M Relay,Bronze,GBR
1912,Stockholm,Athletics,Athletics,GBR,Men,Cross Country Team,Bronze,GBR
1912,Stockholm,Athletics,Athletics,SWE,Men,3000M Team,Silver,SWE
1912,Stockholm,Athletics,Athletics,SWE,Men,4X100M Relay,Silver,SWE
1912,Stockholm,Athletics,Athletics,SWE,Men,Cross Country Team,Gold,SWE
1912,Stockholm,Athletics,Athletics,USA,Men,3000M Team,Gold,USA
1912,Stockholm,Athletics,Athletics,USA,Men,4X400M Relay,Gold,USA
1912,Stockholm,Athletics,Athletics,USA,Men,Pole Vault,Silver,USA
1912,Stockholm,Cycling,Cycling Road,GBR,Men,Individual Time Trial,Silver,"GRUBB, Frederick Henry"
1912,Stockholm,Cycling,Cycling Road,RSA,Men,Individual Time Trial,Gold,"LEWIS, Rudolph"
1912,Stockholm,Cycling,Cycling Road,USA,Men,Individual Time Trial,Bronze,"SCHUTTE, Carl Otto"
1912,Stockholm,Cycling,Cycling Road,GBR,Men,Team Time Trial,Silver,GBR
1912,Stockholm,Cycling,Cycling Road,SWE,Men,Team Time Trial,Gold,SWE
1912,Stockholm,Cycling,Cycling Road,USA,Men,Team Time Trial,Bronze,USA
1912,Stockholm,Equestrian,Dressage,SWE,Men,Individual,Bronze,"VON BLIXEN-FINECKE, Hans"
1912,Stockholm,Equestrian,Dressage,SWE,Men,Individual,Gold,"BONDE, Carl"
1912,Stockholm,Equestrian,Dressage,SWE,Men,Individual,Silver,"BOLTENSTERN, Gustaf-Adolf"
1912,Stockholm,Equestrian,Eventing,FRA,Men,Individual,Bronze,"CARIOU, J"
1912,Stockholm,Equestrian,Eventing,GER,Men,Individual,Silver,"VON ROCHOW, Friedrich Leopold Harry"
1912,Stockholm,Equestrian,Eventing,SWE,Men,Individual,Gold,"NORDLANDER, Axel"
1912,Stockholm,Equestrian,Eventing,GER,Men,Team,Silver,GER
1912,Stockholm,Equestrian,Eventing,SWE,Men,Team,Gold,SWE
1912,Stockholm,Equestrian,Eventing,USA,Men,Team,Bronze,USA
1912,Stockholm,Equestrian,Jumping,BEL,Men,Individual,Bronze,"DE BLOMMAERT DE SOYE, Emmanuel"
1912,Stockholm,Equestrian,Jumping,FRA,Men,Individual,Gold,"CARIOU, J"
1912,Stockholm,Equestrian,Jumping,GER,Men,Individual,Silver,"VON KRÖCHER, Rabod Wilhelm"
1912,Stockholm,Equestrian,Jumping,FRA,Men,Team,Silver,FRA
1912,Stockholm,Equestrian,Jumping,GER,Men,Team,Bronze,GER
1912,Stockholm,Equestrian,Jumping,SWE,Men,Team,Gold,SWE
1912,Stockholm,Fencing,Fencing,AUT,Men,Foil Individual,Bronze,"VERDERBER, Richard"
1912,Stockholm,Fencing,Fencing,BEL,Men,Épée Individual,Bronze,"LE HARDY DE BEAULIEU, Philippe"
1912,Stockholm,Fencing,Fencing,BEL,Men,Épée Individual,Gold,"ANSPACH, Paul"
1912,Stockholm,Fencing,Fencing,DEN,Men,Épée Individual,Silver,"OSIIER, Ivan Joseph Martin"
1912,Stockholm,Fencing,Fencing,HUN,Men,Sabre Individual,Bronze,"MESZAROS, Ervin"
1912,Stockholm,Fencing,Fencing,HUN,Men,Sabre Individual,Gold,"FUCHS, Jenö"
1912,Stockholm,Fencing,Fencing,HUN,Men,Sabre Individual,Silver,"BEKESSY, Béla"
1912,Stockholm,Fencing,Fencing,ITA,Men,Foil Individual,Gold,"NADI, Nedo"
1912,Stockholm,Fencing,Fencing,ITA,Men,Foil Individual,Silver,"SPECIALE, Pietro"
1912,Stockholm,Fencing,Fencing,AUT,Men,Sabre Team,Silver,AUT
1912,Stockholm,Fencing,Fencing,BEL,Men,Épée Team,Gold,BEL
1912,Stockholm,Fencing,Fencing,GBR,Men,Épée Team,Silver,GBR
1912,Stockholm,Fencing,Fencing,HUN,Men,Sabre Team,Gold,HUN
1912,Stockholm,Fencing,Fencing,NED,Men,Sabre Team,Bronze,NED
1912,Stockholm,Fencing,Fencing,NED,Men,Épée Team,Bronze,NED
1912,Stockholm,Football,Football,DEN,Men,Football,Silver,DEN
1912,Stockholm,Football,Football,GBR,Men,Football,Gold,GBR
1912,Stockholm,Football,Football,NED,Men,Football,Bronze,NED
1912,Stockholm,Gymnastics,Artistic G.,FRA,Men,Individual All-Round,Silver,"SEGURA, B. Louis"
1912,Stockholm,Gymnastics,Artistic G.,ITA,Men,Individual All-Round,Bronze,"TUNESI, Adolfo"
1912,Stockholm,Gymnastics,Artistic G.,ITA,Men,Individual All-Round,Gold,"BRAGLIA, G. Alberto"
1912,Stockholm,Gymnastics,Artistic G.,DEN,Men,"Team, Free System",Bronze,DEN
1912,Stockholm,Gymnastics,Artistic G.,DEN,Men,"Team, Swedish System",Silver,DEN
1912,Stockholm,Gymnastics,Artistic G.,FIN,Men,"Team, Free System",Silver,FIN
1912,Stockholm,Gymnastics,Artistic G.,GBR,Men,Team Competition,Bronze,GBR
1912,Stockholm,Gymnastics,Artistic G.,HUN,Men,Team Competition,Silver,HUN
1912,Stockholm,Gymnastics,Artistic G.,ITA,Men,Team Competition,Gold,ITA
1912,Stockholm,Gymnastics,Artistic G.,NOR,Men,"Team, Free System",Gold,NOR
1912,Stockholm,Gymnastics,Artistic G.,NOR,Men,"Team, Swedish System",Bronze,NOR
1912,Stockholm,Gymnastics,Artistic G.,SWE,Men,"Team, Swedish System",Gold,SWE
1912,Stockholm,Modern Pentathlon,Modern Pentath.,SWE,Men,Individual Competition,Bronze,"DE LAVAL, Georg"
1912,Stockholm,Modern Pentathlon,Modern Pentath.,SWE,Men,Individual Competition,Gold,"LILLIEHOOK, Gosta"
1912,Stockholm,Modern Pentathlon,Modern Pentath.,SWE,Men,Individual Competition,Silver,"ASBRINK, Gosta"
1912,Stockholm,Rowing,Rowing,BEL,Men,Single Sculls (1X),Silver,"VEIRMAN, Polydore"
1912,Stockholm,Rowing,Rowing,CAN,Men,Single Sculls (1X),Bronze,"BUTLER, Everard Burnside"
1912,Stockholm,Rowing,Rowing,GBR,Men,Single Sculls (1X),Gold,"KINNEAR, William Duthie"
1912,Stockholm,Rowing,Rowing,RU1,Men,Single Sculls (1X),Bronze,"KUSIK, Mikhaïl Maksimilian"
1912,Stockholm,Rowing,Rowing,DEN,Men,Coxed Fours Jugriggers,Gold,DEN
1912,Stockholm,Rowing,Rowing,DEN,Men,Four-Oared Shell With Coxswain (4-),Bronze,DEN
1912,Stockholm,Rowing,Rowing,GBR,Men,Eight With Coxswain (8+),Gold,GBR
1912,Stockholm,Rowing,Rowing,GBR,Men,Eight With Coxswain (8+),Silver,GBR
1912,Stockholm,Rowing,Rowing,GBR,Men,Four-Oared Shell With Coxswain (4-),Silver,GBR
1912,Stockholm,Rowing,Rowing,GER,Men,Eight With Coxswain (8+),Bronze,GER
1912,Stockholm,Rowing,Rowing,GER,Men,Four-Oared Shell With Coxswain (4-),Gold,GER
1912,Stockholm,Rowing,Rowing,NOR,Men,Coxed Fours Jugriggers,Bronze,NOR
1912,Stockholm,Rowing,Rowing,SWE,Men,Coxed Fours Jugriggers,Silver,SWE
1912,Stockholm,Sailing,Sailing,DEN,Men,6M,Silver,DEN
1912,Stockholm,Sailing,Sailing,FIN,Men,10M,Silver,FIN
1912,Stockholm,Sailing,Sailing,FIN,Men,12M,Bronze,FIN
1912,Stockholm,Sailing,Sailing,FIN,Men,8M,Bronze,FIN
1912,Stockholm,Sailing,Sailing,FRA,Men,6M,Gold,FRA
1912,Stockholm,Sailing,Sailing,NOR,Men,12M,Gold,NOR
1912,Stockholm,Sailing,Sailing,NOR,Men,8M,Gold,NOR
1912,Stockholm,Sailing,Sailing,RU1,Men,10M,Bronze,RU1
1912,Stockholm,Sailing,Sailing,SWE,Men,10M,Gold,SWE
1912,Stockholm,Sailing,Sailing,SWE,Men,12M,Silver,SWE
1912,Stockholm,Sailing,Sailing,SWE,Men,6M,Bronze,SWE
1912,Stockholm,Sailing,Sailing,SWE,Men,8M,Silver,SWE
1912,Stockholm,Shooting,Shooting,DEN,Men,300M Free Rifle 3 Positions (3X40 Shots),Bronze,"LARSEN, Niels Hansen Ditlev"
1912,Stockholm,Shooting,Shooting,DEN,Men,300M Free Rifle 3 Positions (3X40 Shots),Silver,"MADSEN, Lars Jörgen"
1912,Stockholm,Shooting,Shooting,FIN,Men,"100M Running Deer, Single Shots",Bronze,"TOIVONEN, Nestori"
1912,Stockholm,Shooting,Shooting,FRA,Men,300M Free Rifle 3 Positions (3X40 Shots),Gold,"COLAS, Paul René"
1912,Stockholm,Shooting,Shooting,FRA,Men,600M Free Rifle,Gold,"COLAS, Paul René"
1912,Stockholm,Shooting,Shooting,GBR,Men,50M Pistol (60 Shots),Bronze,"STEWART, Charles Edward"
1912,Stockholm,Shooting,Shooting,GBR,Men,50M Rifle Prone (60 Shots),Bronze,"BURT, Harold"
1912,Stockholm,Shooting,Shooting,GBR,Men,50M Rifle Prone (60 Shots),Silver,"MILNE, William"
1912,Stockholm,Shooting,Shooting,GER,Men,Trap (125 Targets),Silver,"GOELDEL, Alfred"
1912,Stockholm,Shooting,Shooting,HUN,Men,"Army Rifle, 300M, 3 Positions",Gold,"PROKOPP, Sandor"
1912,Stockholm,Shooting,Shooting,NOR,Men,"Army Rifle, 300M, 3 Positions",Bronze,"SKOGEN, Engebret"
1912,Stockholm,Shooting,Shooting,RU1,Men,Trap (125 Targets),Bronze,"BLAU, Harry"
1912,Stockholm,Shooting,Shooting,SWE,Men,"100M Running Deer, Double Shots",Bronze,"SWAHN, Oscar"
1912,Stockholm,Shooting,Shooting,SWE,Men,"100M Running Deer, Double Shots",Gold,"LUNDEBERG, Ake"
1912,Stockholm,Shooting,Shooting,SWE,Men,"100M Running Deer, Double Shots",Silver,"BENEDICKS, Edward"
1912,Stockholm,Shooting,Shooting,SWE,Men,"100M Running Deer, Single Shots",Gold,"SWAHN, Alfred"
1912,Stockholm,Shooting,Shooting,SWE,Men,"100M Running Deer, Single Shots",Silver,"LUNDEBERG, Ake"
1912,Stockholm,Shooting,Shooting,SWE,Men,25M Rapid Fire Pistol (60 Shots),Bronze,"VON HOLST, Johan Hübner"
1912,Stockholm,Shooting,Shooting,SWE,Men,25M Rapid Fire Pistol (60 Shots),Silver,"PALEN, Paul"
1912,Stockholm,Shooting,Shooting,SWE,Men,25M Small Rifle,Bronze,"ERICSSON, Gideon"
1912,Stockholm,Shooting,Shooting,SWE,Men,25M Small Rifle,Gold,"CARLBERG, G. Vilhelm"
1912,Stockholm,Shooting,Shooting,SWE,Men,25M Small Rifle,Silver,"VON HOLST, Johan Hübner"
1912,Stockholm,Shooting,Shooting,USA,Men,25M Rapid Fire Pistol (60 Shots),Gold,"LANE, Alfred P."
1912,Stockholm,Shooting,Shooting,USA,Men,50M Pistol (60 Shots),Gold,"LANE, Alfred P."
1912,Stockholm,Shooting,Shooting,USA,Men,50M Pistol (60 Shots),Silver,"DOLFEN, Peter J."
1912,Stockholm,Shooting,Shooting,USA,Men,50M Rifle Prone (60 Shots),Gold,"HIRD, Frederick S."
1912,Stockholm,Shooting,Shooting,USA,Men,600M Free Rifle,Bronze,"JACKSON, John E."
1912,Stockholm,Shooting,Shooting,USA,Men,600M Free Rifle,Silver,"OSBURN, Carl Townsend"
1912,Stockholm,Shooting,Shooting,USA,Men,"Army Rifle, 300M, 3 Positions",Silver,"OSBURN, Carl Townsend"
1912,Stockholm,Shooting,Shooting,USA,Men,Trap (125 Targets),Gold,"GRAHAM, James R."
1912,Stockholm,Shooting,Shooting,DEN,Men,"Free Rifle, Team",Bronze,DEN
1912,Stockholm,Shooting,Shooting,FIN,Men,"100M Running Deer, Single Shots, Team",Bronze,FIN
1912,Stockholm,Shooting,Shooting,GBR,Men,"25M Small Bore Rifle, Team",Silver,GBR
1912,Stockholm,Shooting,Shooting,GBR,Men,"30M Army Pistol, Team",Bronze,GBR
1912,Stockholm,Shooting,Shooting,GBR,Men,"50M Army Pistol, Team",Bronze,GBR
